2000.000000	-3dB
1000.000000	-3dB
666.666667	-3dB
500.000000	-3dB
400.000000	-3dB
333.333333	-3dB
285.714286	-3dB
250.000000	-3dB
222.222222	-3dB
200.000000	-3dB
181.818182	-3dB
166.666667	-3dB
153.846154	-3dB
142.857143	-3dB
133.333333	-3dB
125.000000	-3dB
117.647059	-3dB
111.111111	-3dB
105.263158	-3dB
