0.000000	 1687.602539
0.002902	 1687.602539
0.005805	 1687.602539
0.008707	 1687.602539
0.011610	 1687.602539
0.014512	 1687.602539
0.017415	 1687.602539
0.020317	 1687.602539
0.023220	 1687.602539
0.026122	 1687.602539
0.029025	 1687.602539
0.031927	 1687.602539
0.034830	 1687.602539
0.037732	 1687.602539
0.040635	 1687.602539
0.043537	 1687.602539
0.046440	 1687.602539
0.049342	 1687.602539
0.052245	 1687.602539
0.055147	 1687.602539
0.058050	 1687.602539
0.060952	 1687.602539
0.063855	 1687.602539
0.066757	 1687.602539
0.069660	 1687.602539
0.072562	 1687.602539
0.075465	 1687.602539
0.078367	 1687.602539
0.081270	 1687.602539
0.084172	 1687.602539
0.087075	 1687.602539
0.089977	 1687.602539
0.092880	 1687.602539
0.095782	 1672.261963
0.098685	 1687.602539
0.101587	 1687.602539
0.104490	 1687.602539
0.107392	 1687.602539
0.110295	 1673.078979
0.113197	 1687.602539
0.116100	 1687.602539
0.119002	 1687.602539
0.121905	 1687.602539
0.124807	 1687.602539
0.127710	 1687.602539
0.130612	 1687.602539
0.133515	 1687.602539
0.136417	 1687.602539
0.139320	 1687.602539
0.142222	 1687.602539
0.145125	 1687.602539
0.148027	 1687.602539
0.150930	 1687.602539
0.153832	 1687.602539
0.156735	 1687.602539
0.159637	 1687.602539
0.162540	 1687.602539
0.165442	 1687.602539
0.168345	 1687.602539
0.171247	 1687.602539
0.174150	 1226.459961
0.177052	 1673.184937
0.179955	 1687.602539
0.182857	 1687.602539
0.185760	 1687.602539
0.188662	 1687.602539
0.191565	 1687.602539
0.194467	 1687.602539
0.197370	 1687.602539
0.200272	 1687.602539
0.203175	 1672.974976
0.206077	 1687.602539
0.208980	 1687.602539
0.211882	 1687.602539
0.214785	 1687.602539
0.217687	 1687.602539
0.220590	 1687.602539
0.223492	 1673.698120
0.226395	 1687.602539
0.229297	 1687.602539
0.232200	 1687.602539
0.235102	 1687.602539
0.238005	 1687.602539
0.240907	 1673.362427
0.243810	 1673.631470
0.246712	 1687.602539
0.249615	 1687.602539
0.252517	 1673.215576
0.255419	 1687.602539
0.258322	 1687.602539
0.261224	 1687.602539
0.264127	 1673.621704
0.267029	 1687.602539
0.269932	 1687.602539
0.272834	 1687.602539
0.275737	 1687.602539
0.278639	 1687.602539
0.281542	 1687.602539
0.284444	 1687.602539
0.287347	 1687.602539
0.290249	 1687.602539
0.293152	 1673.092041
0.296054	 1687.602539
0.298957	 1687.602539
0.301859	 1687.602539
0.304762	 1687.602539
0.307664	 1687.602539
0.310567	 1673.188110
0.313469	 1673.229858
0.316372	 1687.602539
0.319274	 2170.101563
0.322177	 1673.726074
0.325079	 1687.602539
0.327982	 1687.602539
0.330884	 1687.602539
0.333787	 1673.205444
0.336689	 1687.602539
0.339592	 1687.602539
0.342494	 1673.140625
0.345397	 1687.602539
0.348299	 1687.602539
0.351202	 1687.602539
0.354104	 1687.602539
0.357007	 1687.602539
0.359909	 1672.838623
0.362812	 1225.884277
0.365714	 1687.602539
0.368617	 1687.602539
0.371519	 1687.602539
0.374422	 1687.602539
0.377324	 1673.425659
0.380227	 1687.602539
0.383129	 1687.602539
0.386032	 1687.602539
0.388934	 1687.602539
0.391837	 1673.394043
0.394739	 1687.602539
0.397642	 1673.565063
0.400544	 1673.149048
